blue_ADC_champion	blue_Jungle_champion	blue_Middle_champion	blue_Support_champion	blue_Top_champion	red_ADC_champion	red_Jungle_champion	red_Middle_champion	red_Support_champion	red_Top_champion	blue_ban1	blue_ban2	blue_ban3	blue_ban4	blue_ban5	red_ban1	red_ban2	red_ban3	red_ban4	red_ban5	league	blue_win
Ashe	Elise	LeBlanc	Lulu	Kled	Caitlyn	Kha'zix	Kassadin	Karma	Gragas	Malzahar	Talon	Viktor	Shen	Nautilus	Rengar	Graves	Ivern	Kennen	Gangplank	NALCS	1
Caitlyn	Ivern	Vladimir	Tahm Kench	Shen	Ashe	Rumble	Ryze	Thresh	Gangplank	Syndra	Karma	Elise	Zyra	Lulu	Rengar	Graves	Varus	LeBlanc	Malzahar	EULCS	0
Caitlyn	Ivern	Swain	Lulu	Camille	Varus	Rengar	LeBlanc	Malzahar	Poppy	Tahm Kench	Shen	Rumble	Renekton	Gangplank	Syndra	Karma	Graves	Orianna	Ryze	EULCS	1
Lucian	Gragas	Talon	Malzahar	Shen	Varus	Elise	Cassiopeia	Fiddlesticks	Gangplank	Syndra	Karma	Rumble	Lulu	Zyra	Rengar	Graves	Ivern	LeBlanc	Caitlyn	EULCS	1
Caitlyn	Gragas	Talon	Tahm Kench	Rumble	Ashe	Rengar	LeBlanc	Braum	Camille	Syndra	Karma	Lulu	Ryze	Orianna	Malzahar	Shen	Graves	Varus	Lucian	EULCS	0
Lucian	Lee Sin	Cassiopeia	Lulu	Kennen	Caitlyn	Ivern	Taliyah	Karma	Camille	Rengar	Ashe	Rumble	Renekton	Orianna	Graves	LeBlanc	Shen	Varus	Syndra	NALCS	0
Lucian	Rengar	Syndra	Lulu	Gragas	Ashe	Graves	Ekko	Zyra	Nautilus	LeBlanc	Fizz	Shen	Karma	Nami	Kennen	Rumble	Camille	Renekton	Varus	NALCS	1
Ezreal	Kha'zix	Syndra	Lulu	Fizz	Varus	Lee Sin	Ahri	Karma	Camille	Rumble	Ashe	Ivern	Caitlyn	Shen	Graves	LeBlanc	Rengar	Lucian	Kennen	NALCS	1
Lucian	Ivern	Orianna	Lulu	Nautilus	Ashe	Graves	Syndra	Gragas	Shen	LeBlanc	Fizz	Rengar	Karma	Nami	Rumble	Kennen	Camille	Caitlyn	Kog'Maw	NALCS	0
Lucian	Kha'zix	Ekko	Lulu	Kled	Varus	Lee Sin	Syndra	Nami	Camille	Rumble	Ashe	Ivern	Karma	Caitlyn	LeBlanc	Graves	Rengar	Fizz	Shen	NALCS	0
Caitlyn	Lee Sin	Taliyah	Karma	Rumble	Varus	Elise	Orianna	Lulu	Fizz	Camille	Malzahar	Jinx	Kennen	Jayce	Syndra	Ashe	Graves	LeBlanc	Gragas	LMS	0
Varus	Lee Sin	Zed	Zyra	Rumble	Caitlyn	Elise	Karma	Malzahar	Kled	Camille	Lulu	Fizz	Kennen	Orianna	Syndra	Ashe	Graves	LeBlanc	Gragas	LMS	1
Ashe	Kha'zix	Orianna	Nami	Gragas	Jhin	Graves	Ahri	Zyra	Shen	LeBlanc	Syndra	Varus	Rumble	Taliyah	Camille	Lulu	Fizz	Karma	Malzahar	LMS	0
Varus	Rengar	Ahri	Malzahar	Kled	Ashe	Lee Sin	Viktor	Thresh	Rumble	Camille	Fizz	Lulu	Tahm Kench	Orianna	Syndra	Graves	Zyra	Shen	LeBlanc	LMS	1
Tristana	Graves	Ryze	Thresh	Nautilus	Caitlyn	Rengar	Cassiopeia	Karma	Rumble	Ivern	Malzahar	Camille	Jhin	Sivir	Varus	LeBlanc	Syndra	Lulu	Nami	TCL	1
Ezreal	Elise	Syndra	Nami	Renekton	Tristana	Kha'zix	Orianna	Thresh	Gragas	Malzahar	Graves	LeBlanc	Ryze	Ahri	Camille	Ivern	Shen	Varus	Sivir	TCL	0
Ezreal	Graves	Ahri	Lulu	Camille	Caitlyn	Rengar	Taliyah	Thresh	Shen	Ekko	Syndra	Jayce	Karma	Nami	LeBlanc	Varus	Gragas	Cassiopeia	Ryze	TCL	1
Jhin	Elise	Cassiopeia	Leona	Shen	Ziggs	Jarvan IV	Jayce	Ashe	Rumble	LeBlanc	Graves			Rengar	Ekko	Varus	Camille	Caitlyn	Tahm Kench	TCL	0
Ashe	Gragas	Ahri	Lulu	Renekton	Ezreal	Rengar	Orianna	Karma	Nautilus	Shen	Taliyah	Camille	Jhin	LeBlanc	Syndra	Graves	Varus	Ryze	Cassiopeia	TCL	1
Ashe	Kha'zix	Ahri	Braum	Shen	Sivir	Gragas	Cassiopeia	Lulu	Rumble	Syndra	Renekton	Rengar	Ryze	Caitlyn	Varus	Camille	Graves	Karma	Taliyah	TCL	0
Kalista	Graves	Ryze	Braum	Shen	Tristana	Nidalee	Jayce	Lulu	Gragas	LeBlanc	Syndra	Rengar	Cassiopeia	Renekton	Varus	Ivern	Thresh	Karma	Malzahar	TCL	1
Ezreal	Nidalee	Jayce	Karma	Maokai	Ashe	Graves	Ahri	Lulu	Nautilus	Ivern	Shen	Thresh	Ryze	Fiora	Varus	LeBlanc	Syndra	Jhin	Sivir	TCL	0
Ashe	Elise	Syndra	Lulu	Renekton	Tristana	Lee Sin	Cassiopeia	Zyra	Gragas	Graves	Kha'zix	Ryze	Thresh	Nautilus	Camille	Jayce	Shen	Varus	Jhin	TCL	1
Kalista	Lee Sin	Ryze	Lulu	Kled	Sivir	Elise	Syndra	Braum	Renekton	Camille	Jayce	Shen	Malzahar	Karma	Graves	Kha'zix	Thresh	Nautilus	Maokai	TCL	1
Caitlyn	Rengar	Syndra	Karma	Camille	Sivir	Lee Sin	Cassiopeia	Lulu	Fiora	Jayce	Ekko	Varus	Elise	Kha'zix	Graves	Gragas	Shen	Ashe	Nami	TCL	1
Tristana	Graves	Ekko	Karma	Nautilus	Sivir	Rengar	Ryze	Lulu	Maokai	Gragas	Shen	Renekton	Rumble	Caitlyn	Varus	Camille	Jayce	Jhin	Ashe	TCL	1
Varus	Kha'zix	Syndra	Braum	Irelia	Teemo	Ekko	Thresh	Ivern	Heimerdinger	Malzahar	Rengar	Camille	Blitzcrank	Veigar	Ryze	LeBlanc	Graves	Tahm Kench	Evelynn	TCL	1
Alistar	Ekko	Yasuo	Kalista	Gangplank	Kled	Miss Fortune	Gragas	Elise	Ashe	Irelia	Varus	Vel'koz	Tahm Kench	Camille	Twitch	Thresh	Ivern	Blitzcrank	Veigar	TCL	1
Kog'Maw	Rengar	Cassiopeia	Lulu	Shen	Viktor	Karma	Renekton	Jinx	Kha'zix	Camille	Ivern	Graves	LeBlanc	Ashe	Varus	Syndra	Malzahar	Kennen	Gnar	TCL	1
Caitlyn	Lee Sin	Ahri	Blitzcrank	Illaoi	Twitch	Graves	Zed	Taric	Riven	Shen	Lulu	Cassiopeia	Ezreal	Ryze	Varus	Camille	Renekton	Malzahar	Bard	TCL	0
Caitlyn	Lee Sin	LeBlanc	Karma	Camille	Ashe	Rengar	Cassiopeia	Taric	Renekton	Lulu	Ivern	Shen	Zyra	Nami	Ekko	Graves	Malzahar	Elise	Varus	TCL	0
Varus	Graves	LeBlanc	Tahm Kench	Gragas	Ashe	Rengar	Ahri	Karma	Kennen	Ekko	Malzahar	Syndra	Taliyah	Camille	Lulu	Shen	Cassiopeia	Zyra	Nami	TCL	0
Caitlyn	Rengar	Taliyah	Braum	Fizz	Ezreal	Graves	Orianna	Karma	Nautilus	Lulu	Shen	Varus	Cassiopeia	LeBlanc	Ekko	Malzahar	Ashe	Nami	Thresh	TCL	0
Ashe	Elise	Cassiopeia	Zyra	Rumble	Lucian	Graves	LeBlanc	Thresh	Shen	Ekko	Malzahar	Caitlyn	Karma	Nami	Lulu	Varus	Rengar	Lee Sin	Jayce	TCL	1
Jinx	Ivern	Syndra	Thresh	Jarvan IV	Caitlyn	Gragas	Vladimir	Lulu	Olaf	Varus	Rumble	Ashe	Elise	Lee Sin	Graves	Fizz	Shen	Kog'Maw	Twitch	MSI	1
Caitlyn	Ivern	Ahri	Lulu	Galio	Ashe	Lee Sin	Taliyah	Thresh	Gragas	Syndra	Varus	Orianna	Zyra	Karma	Graves	LeBlanc	Cassiopeia	Ekko	Shen	MSI	1
Ashe	Elise	Ahri	Malzahar	Darius	Varus	Lee Sin	Taliyah	Brand	Shen	Syndra	Tahm Kench	Zyra	Galio	Fizz	Graves	Cassiopeia	Lulu	Ekko	Renekton	MSI	1
Caitlyn	Elise	Orianna	Karma	Nautilus	Ezreal	Lee Sin	Azir	Lulu	Fizz	Rumble	Ivern	Varus	Syndra	Kennen	Graves	Ashe	Shen	Galio	Taliyah	MSI	1
Ezreal	Ivern	Talon	Karma	Gragas	Caitlyn	Lee Sin	Syndra	Lulu	Shen	Tahm Kench	Brand	Ashe	Taliyah	Cassiopeia	Kennen	Graves	Varus	Fizz	Ekko	MSI	1
Varus	Lee Sin	Ekko	Lulu	Galio	Caitlyn	Ivern	Ryze	Karma	Jarvan IV	Thresh	Elise	Malzahar	Darius	Cassiopeia	Graves	Ashe	Zyra	Syndra	Orianna	MSI	1
Varus	Lee Sin	Taliyah	Blitzcrank	Rumble	Ashe	Elise	Ekko	Karma	Camille	Ivern	Caitlyn	Rengar	Kled	Fizz	LeBlanc	Kennen	Lucian	Lulu	Nautilus	MSI	0
Ziggs	Graves	Zilean	Lulu	Kennen	Ashe	Nidalee	Syndra	Zyra	Jayce	Galio	Gragas	Kha'zix	Karma	Nami	Shen	Fizz	Ivern	Ekko	LeBlanc	MSI	1
Lucian	Kha'zix	Taliyah	Braum	Nautilus	Ezreal	Graves	Ekko	Karma	Gragas	Galio	Ashe	Elise	Cassiopeia	LeBlanc	Shen	Fizz	Ivern	Lulu	Kennen	MSI	1
Varus	Lee Sin	Ahri	Zyra	Gragas	Ashe	Kha'zix	Orianna	Nami	Shen	Ivern	Lulu		Fizz	Karma	Graves	Kennen	LeBlanc	Lucian	Ziggs	MSI	1
Lucian	Lee Sin	Ahri	Lulu	Galio	Varus	Elise	Taliyah	Brand	Renekton	Nidalee	Kennen	Caitlyn	Rumble	Kled	Shen	Fizz	Ivern	Ekko	LeBlanc	MSI	1
