blue_ADC_champion	blue_Jungle_champion	blue_Middle_champion	blue_Support_champion	blue_Top_champion	red_ADC_champion	red_Jungle_champion	red_Middle_champion	red_Support_champion	red_Top_champion	blue_ban1	blue_ban2	blue_ban3	blue_ban4	blue_ban5	red_ban1	red_ban2	red_ban3	red_ban4	red_ban5	league	blue_win
Varus	Graves	Syndra	Thresh	Jarvan IV	Xayah	Gragas	Corki	Rakan	Fiora	Rek'Sai	Shen	Tahm Kench	LeBlanc	Renekton	Zac	Elise	Caitlyn	Cassiopeia	Kassadin	EULCS	0
Caitlyn	Elise	Vladimir	Braum	Gnar	Xayah	Gragas	Syndra	Blitzcrank	Kennen	Cassiopeia	Rek'Sai	Varus	Jayce	Orianna	Zac	Shen	Thresh	Tahm Kench	LeBlanc	EULCS	1
Tristana	Sejuani	Syndra	Thresh	Maokai	Sivir	Gragas	Cassiopeia	Rakan	Rumble	Orianna	Gnar	Alistar	Jarvan IV	Jayce	Kalista	Xayah	Kayn	Cho'gath	Shen	NALCS	1
Kog'Maw	Gragas	Corki	Braum	Gnar	Kalista	Olaf	Vel'koz	Thresh	Galio	Aurelion Sol	Kassadin	Elise	Jarvan IV	Rumble	Zac	Caitlyn	LeBlanc	Tahm Kench	Morgana	NALCS	0
Xayah	Rek'Sai	LeBlanc	Alistar	Jarvan IV	Kalista	Lee Sin	Cassiopeia	Rakan	Gnar	Kennen	Kassadin	Taliyah	Rumble	Nidalee	Elise	Caitlyn	Zac	Gragas	Olaf	NALCS	1
Kalista	Rek'Sai	Syndra	Rakan	Rumble	Twitch	Nidalee	Taliyah	Thresh	Kled	Gragas	Corki	LeBlanc	Galio	Jax	Zac	Elise	Caitlyn	Kha'zix	Lee Sin	NALCS	0
Jhin	Kha'zix	LeBlanc	Thresh	Gnar	Kalista	Gragas	Cassiopeia	Braum	Jayce	Camille	Xayah	Caitlyn	Yasuo	Rek'Sai	Zac	Rakan	Elise	Syndra	Orianna	EULCS	0
Jhin	Elise	Vladimir	Tahm Kench	Gnar	Kalista	Lee Sin	Corki	Thresh	Akali	Camille	Katarina	Caitlyn	Gragas	Yasuo	Zac	Rakan	Syndra	Renekton	Cassiopeia	EULCS	1
Tristana	Elise	Syndra	Braum	Poppy	Kalista	Rek'Sai	Corki	Thresh	Renekton	Camille	Katarina	Caitlyn	Yasuo	Gragas	Zac	Rakan	Tahm Kench	Jhin	Gnar	EULCS	0
Jhin	Sejuani	Lucian	Tahm Kench	Rumble	Sivir	Gragas	Syndra	Braum	Jarvan IV	Shen	Thresh	Gnar	Cassiopeia	Tristana	Zac	Caitlyn	Elise	Olaf	Kha'zix	EULCS	0
Varus	Kha'zix	Taliyah	Braum	Jarvan IV	Ashe	Gragas	Corki	Tahm Kench	Jax	Olaf	Thresh	LeBlanc	Fiora	Renekton	Caitlyn	Zac	Elise	Shen	Cassiopeia	EULCS	1
Twitch	Elise	Taliyah	Braum	Jayce	Kalista	Lee Sin	Lucian	Thresh	Rumble	Rek'Sai	Galio	Rakan	LeBlanc	Orianna	Zac	Caitlyn	Gragas	Kog'Maw	Tristana	LCK	1
Jhin	Gragas	Viktor	Zyra	Gnar	Kog'Maw	Rek'Sai	Galio	Braum	Camille	Taliyah	Thresh	Kalista	Cassiopeia	Orianna	Caitlyn	Zac	Elise	Corki	Lucian	LCK	0
Kalista	Rumble	Corki	Alistar	Jarvan IV	Kog'Maw	Lee Sin	Taliyah	Thresh	Shen	Braum	Camille	Elise	Jax	Gragas	Zac	Caitlyn	Galio	Karma	Kassadin	LCK	1
Ashe	Gragas	Taliyah	Lulu	Jax	Xayah	Elise	Kassadin	Braum	Jarvan IV	Thresh	Rumble	Galio	Karma	Renekton	Zac	Caitlyn	Kalista	Kog'Maw	Twitch	LCK	0
Tristana	Rek'Sai	Taliyah	Thresh	Gnar	Kalista	Sejuani	Corki	Braum	Jarvan IV	Nidalee	Elise	Galio	Jayce	Lee Sin	Zac	Caitlyn	Syndra	Cassiopeia	LeBlanc	NALCS	1
Kalista	Rek'Sai	Corki	Thresh	Gnar	Tristana	Gragas	Galio	Braum	Camille	Syndra	LeBlanc	Tahm Kench	Kha'zix	Yasuo	Zac	Caitlyn	Elise	Cassiopeia	Taliyah	NALCS	0
Varus	Gragas	Corki	Braum	Gnar	Kalista	Nidalee	Syndra	Thresh	Renekton	LeBlanc	Elise	Cassiopeia	Nunu	Orianna	Zac	Caitlyn	Aurelion Sol	Morgana	Vel'koz	NALCS	0
Kalista	Nunu	Orianna	Thresh	Renekton	Tristana	Gragas	Syndra	Morgana	Gnar	Aurelion Sol	Galio	LeBlanc	Vel'koz	Vladimir	Zac	Caitlyn	Elise	Soraka	Cassiopeia	NALCS	1
Tristana	Elise	Corki	Braum	Renekton	Xayah	Gragas	Syndra	Thresh	Shen	LeBlanc	Galio	Jax	Gnar	Rek'Sai	Zac	Caitlyn	Kalista	Taliyah	Zed	NALCS	0
Ashe	Nidalee	Cassiopeia	Thresh	Jarvan IV	Xayah	Rek'Sai	Taliyah	Rakan	Gnar	Kalista	LeBlanc	Elise	Orianna	Renekton	Zac	Caitlyn	Syndra	Shen	Lucian	NALCS	1
Kalista	Maokai	Syndra	Thresh	Gnar	Kog'Maw	Gragas	Orianna	Morgana	Jarvan IV	Elise	LeBlanc	Corki	Camille	Kennen	Zac	Caitlyn	Galio	Rek'Sai	Taliyah	NALCS	0
Kalista	Rek'Sai	Lucian	Morgana	Rumble	Tristana	Sejuani	Orianna	Braum	Gnar	Kassadin	Galio	Thresh	Cassiopeia	Syndra	Zac	Caitlyn	LeBlanc	Tahm Kench	Rakan	NALCS	1
Kalista	Gragas	Corki	Braum	Jarvan IV	Xayah	Rek'Sai	Vladimir	Rakan	Renekton	Taliyah	Galio	Zac	Cassiopeia	Orianna	Caitlyn	Thresh	Jax	Jayce	Blitzcrank	LMS	1
Kalista	Rek'Sai	Orianna	Braum	Rumble	Xayah	Elise	Cassiopeia	Rakan	Gnar	Taliyah	Galio	Zac	Renekton	Jarvan IV	Caitlyn	Thresh	Corki	Jax	Jayce	LMS	1
Kalista	Rek'Sai	Orianna	Rakan	Gragas	Kog'Maw	Elise	Corki	Braum	Jarvan IV	Kassadin	Thresh	Galio	Renekton	Taliyah	Xayah	Zac	Caitlyn	Rumble	Shen	LMS	0
Caitlyn	Gragas	Cassiopeia	Thresh	Renekton	Kalista	Rek'Sai	Corki	Galio	Shen	LeBlanc	Xayah	Zac	Rakan	Blitzcrank	Kog'Maw	Elise	Braum	Taliyah	Kassadin	LMS	1
Twitch	Jarvan IV	Galio	Thresh	Kled	Kalista	Gragas	Twisted Fate	Braum	Camille	Xayah	LeBlanc	Zac	Corki	Rek'Sai	Kog'Maw	Caitlyn	Elise	Varus	Tristana	LMS	0
Tristana	Rek'Sai	Corki	Thresh	Galio	Kalista	Gragas	Twisted Fate	Braum	Gnar	LeBlanc	Xayah	Zac	Camille	Jax	Kog'Maw	Caitlyn	Elise	Renekton	Jarvan IV	LMS	1
Varus	Gragas	Galio	Thresh	Fiora	Kalista	Elise	Orianna	Braum	Camille	LeBlanc	Xayah	Zac	Twisted Fate	Corki	Caitlyn	Kog'Maw	Tristana	Rek'Sai	Lee Sin	LMS	1
Tristana	Zac	Corki	Lulu	Jarvan IV	Kog'Maw	Nidalee	Malzahar	Braum	Jax	Orianna	Galio	Kassadin	Camille	Elise	Caitlyn	Thresh	Kalista	Kennen	Rumble	LMS	1
Jhin	Elise	Orianna	Tahm Kench	Jax	Tristana	Rek'Sai	Corki	Janna	Jarvan IV	Kalista	Thresh	Zac	Lulu	Karma	Caitlyn	Galio	Gragas	Camille	Zyra	LMS	0
Jhin	Rek'Sai	Cassiopeia	Thresh	Kled	Kalista	Lee Sin	Corki	Rakan	Rumble	Syndra	Galio	Orianna	Jarvan IV	Renekton	Caitlyn	Zac	Kassadin	Camille	Tristana	LMS	1
Kalista	Zac	Taliyah	Brand	Kled	Tristana	Gragas	Corki	Blitzcrank	Jarvan IV	Syndra	Galio	Orianna	Lulu	Janna	Caitlyn	Cassiopeia	Thresh	Braum	Rakan	LMS	1
Kalista	Rek'Sai	Taliyah	Taric	Jax	Tristana	Sejuani	Karma	Braum	Jarvan IV	Galio	Lucian	Thresh	Kassadin	Kog'Maw	Caitlyn	Zac	Elise	Camille	Rakan	LCK	0
Jinx	Sejuani	Orianna	Braum	Jarvan IV	Tristana	Rek'Sai	Corki	Thresh	Jax	Galio	Elise	Camille	Varus	Xayah	Caitlyn	Zac	Kalista	Twitch	Kog'Maw	LCK	1
Kalista	Zac	LeBlanc	Rakan	Jarvan IV	Kog'Maw	Jayce	Orianna	Zyra	Camille	Xayah	Sejuani	Taliyah	Braum	Alistar	Caitlyn	Thresh	Elise	Renekton	Jax	LCK	1
Kog'Maw	Jarvan IV	Aurelion Sol	Thresh	Jax	Kalista	Sejuani	Taliyah	Braum	Camille	Gragas	Rek'Sai	Rakan	LeBlanc	Kassadin	Caitlyn	Zac	Elise	Lee Sin	Galio	LCK	1
Kalista	Gragas	Galio	Rakan	Jarvan IV	Varus	Sejuani	Taliyah	Braum	Camille	Kog'Maw	Rek'Sai	Thresh	Jax	Shen	Zac	Caitlyn	Elise	LeBlanc	Kassadin	LCK	1
Xayah	Gragas	Orianna	Rakan	Camille	Kog'Maw	Maokai	Syndra	Thresh	Jarvan IV	LeBlanc	Galio	Kalista	Twitch	Tristana	Zac	Caitlyn	Elise	Kled	Gnar	NALCS	1
Xayah	Elise	Corki	Bard	Jarvan IV	Kalista	Rek'Sai	Taliyah	Thresh	Kled	Orianna	LeBlanc	Rakan	Gragas	Camille	Zac	Caitlyn	Syndra	Lucian	Cassiopeia	NALCS	1
Xayah	Rek'Sai	Syndra	Rakan	Shen	Kog'Maw	Gragas	Corki	Thresh	Renekton	LeBlanc	Galio	Kalista	Tristana	Twitch	Zac	Caitlyn	Elise	Camille	Gnar	NALCS	0
Kalista	Nunu	Syndra	Blitzcrank	Kled	Kog'Maw	Nidalee	Galio	Thresh	Renekton	LeBlanc	Elise	Draven	Twitch	Kassadin	Zac	Caitlyn	Morgana	Shen	Jayce	NALCS	1
Kalista	Nidalee	Corki	Braum	Kled	Tristana	Elise	Viktor	Thresh	Renekton	Kassadin	Nunu	Syndra	Taliyah	Cassiopeia	Zac	Caitlyn	LeBlanc	Jayce	Orianna	NALCS	1
Tristana	Nunu	Taliyah	Thresh	Jarvan IV	Twitch	Elise	Cassiopeia	Braum	Jayce	LeBlanc	Corki	Draven	Kassadin	Renekton	Zac	Caitlyn	Kalista	Syndra	Kled	NALCS	1
Tristana	Gragas	Syndra	Braum	Renekton	Kalista	Maokai	Vladimir	Rakan	Kled	LeBlanc	Galio	Sejuani	Shen	Fiora	Zac	Caitlyn	Thresh	Elise	Gnar	NALCS	1
Corki	Gragas	Taliyah	Galio	Renekton	Tristana	Sejuani	Cassiopeia	Braum	Kled	Syndra	LeBlanc	Thresh	Gnar	Fiora	Zac	Caitlyn	Elise	Orianna	Kalista	NALCS	0
Tristana	Elise	Taliyah	Blitzcrank	Gnar	Xayah	Graves	Cassiopeia	Thresh	Jarvan IV	LeBlanc	Gragas	Syndra	Nidalee	Rek'Sai	Zac	Caitlyn	Kalista	Braum	Tahm Kench	NALCS	1
Ashe	Elise	Syndra	Tahm Kench	Jarvan IV	Xayah	Nunu	Corki	Rakan	Shen	LeBlanc	Kalista	Rek'Sai	Gnar	Gragas	Caitlyn	Zac	Nidalee	Thresh	Braum	NALCS	1
Kalista	Olaf	Orianna	Rakan	Rumble	Ashe	Rek'Sai	Taliyah	Thresh	Galio	Gragas	Syndra	LeBlanc	Tristana	Xayah	Zac	Caitlyn	Elise	Kassadin	Gnar	NALCS	0
Caitlyn	Nunu	Corki	Braum	Jarvan IV	Ashe	Elise	Cassiopeia	Lulu	Renekton	Gragas	Thresh	Zac	LeBlanc	Taliyah	Twitch	Kog'Maw	Galio	Shen	Jayce	EUCS	0
Tristana	Kha'zix	Taliyah	Thresh	Gragas	Ashe	Maokai	Kassadin	Braum	Jayce	Twitch	Kog'Maw	Galio	Nunu	Sejuani	Zac	Elise	Caitlyn	Renekton	Rumble	EUCS	1
Varus	Olaf	Orianna	Thresh	Fiora	Kalista	Rek'Sai	Ekko	Braum	Rumble	Gragas	LeBlanc	Elise	Cassiopeia	Jarvan IV	Twitch	Zac	Caitlyn	Jayce	Gnar	EUCS	1
Kalista	Lee Sin	Orianna	Thresh	Gnar	Varus	Olaf	LeBlanc	Tahm Kench	Yasuo	Twitch	Galio	Elise	Fiora	Jayce	Zac	Caitlyn	Gragas	Kassadin	Cassiopeia	EUCS	0
Varus	Kha'zix	Orianna	Rakan	Yasuo	Kalista	Gragas	Corki	Thresh	Renekton	Galio	LeBlanc	Elise	Shen	Syndra	Kassadin	Zac	Caitlyn	Cassiopeia	Vladimir	EUCS	0
Kog'Maw	Kha'zix	Syndra	Trundle	Jarvan IV	Xayah	Sejuani	Corki	Thresh	Camille	Gnar	Tristana	Renekton	Kalista	Lucian	Caitlyn	Zac	Elise	Braum	Ashe	CBLoL	1
Varus	Zac	Cassiopeia	Trundle	Jarvan IV	Xayah	Sejuani	Viktor	Thresh	Kled	Braum	Kog'Maw	Syndra	Karma	Malzahar	Elise	Caitlyn	Renekton	Kalista	Tristana	CBLoL	1
Ashe	Sejuani	Taliyah	Alistar	Galio	Varus	Gragas	Corki	Shen	Renekton	Elise	Syndra	Zac	Lucian	Tristana	Caitlyn	Kalista	Jax	Jarvan IV	Fiora	CBLoL	0
Xayah	Kha'zix	Syndra	Shen	Fiora	Varus	Rek'Sai	Taliyah	Rakan	Rumble	Kalista	Renekton	Caitlyn	Jax	Jarvan IV	Zac	Elise	Sejuani	Twitch	Camille	CBLoL	1
Kog'Maw	Zac	Taliyah	Tahm Kench	Shen	Ashe	Gragas	Orianna	Braum	Renekton	Sejuani	Kalista	Syndra	LeBlanc	Gnar	Fiora	Caitlyn	Elise	Lulu	Alistar	CBLoL	1
Varus	Elise	Lucian	Braum	Poppy	Kalista	Rek'Sai	Cassiopeia	Alistar	Renekton	Fiora	Taliyah	Caitlyn	Jax	Orianna	Sejuani	Zac	Syndra	Gnar	LeBlanc	CBLoL	0
Draven	Elise	Corki	Morgana	Jarvan IV	Varus	Sejuani	Orianna	Thresh	Trundle	Kalista	Syndra	Galio	Cassiopeia	LeBlanc	Zac	Rek'Sai	Caitlyn	Braum	Blitzcrank	CBLoL	0
Xayah	Zac	Corki	Thresh	Jarvan IV	Varus	Kha'zix	Cassiopeia	Alistar	Renekton	Rek'Sai	Braum	Kalista	Olaf	Gragas	Syndra	Galio	Sejuani	Orianna	LeBlanc	CBLoL	1
Jhin	Elise	Jayce	Janna	Rumble	Xayah	Zac	Corki	Rakan	Gnar	Galio	Caitlyn	Rek'Sai	Syndra	LeBlanc	Ekko	Kalista	Taliyah	Azir	Aurelion Sol	TCL	1
Tristana	Lee Sin	Kassadin	Thresh	Trundle	Varus	Elise	LeBlanc	Blitzcrank	Renekton	Ekko	Kalista	Xayah	Twitch	Braum	Galio	Caitlyn	Kled	Syndra	Karma	TCL	0
Caitlyn	Sejuani	Taliyah	Tahm Kench	Shen	Tristana	Zac	Syndra	Thresh	Renekton	Orianna	Kalista	Rek'Sai	Varus	Jhin	LeBlanc	Kennen	Elise	Gragas	Nidalee	TCL	1
Caitlyn	Nidalee	Galio	Thresh	Irelia	Jhin	Gragas	Orianna	Tahm Kench	Gnar	Rek'Sai	Taliyah	Kog'Maw	Twitch	Tristana	Zac	Elise	Kalista	Camille	Fiora	TCL	0
Tristana	Gragas	Orianna	Tahm Kench	Gnar	Ashe	Lee Sin	Galio	Trundle	Rumble	Kalista	Fiora	Thresh	Jax	Braum	Zac	Elise	Caitlyn	Twitch	Kog'Maw	TCL	1
Tristana	Olaf	Taliyah	Thresh	Jarvan IV	Xayah	Gragas	Fizz	Zyra	Renekton	Kalista	Braum	Rek'Sai	Tahm Kench	Rakan	Caitlyn	Elise	Zac	Shen	Gnar	TCL	1
Xayah	Elise	Orianna	Braum	Renekton	Tristana	Rek'Sai	Taliyah	Bard	Shen	Thresh	Gragas	Fiora	Rakan	Blitzcrank	Caitlyn	Zac	Kalista	Twitch	Kog'Maw	TCL	0
Draven	Rek'Sai	Taliyah	Morgana	Shen	Kalista	Kha'zix	Cassiopeia	Thresh	Jarvan IV	Galio	Caitlyn	Zac	Rumble	Renekton	Elise	Ekko	LeBlanc	Xayah	Blitzcrank	TCL	1
Lucian	Elise	Ahri	Thresh	Renekton	Jhin	Gragas	Jayce	Alistar	Rumble	LeBlanc	Ekko	Taliyah	Tahm Kench	Rek'Sai	Galio	Caitlyn	Kalista	Syndra	Tristana	TCL	0
Tristana	Gragas	Cassiopeia	Tahm Kench	Galio	Kalista	Sejuani	Viktor	Thresh	Jarvan IV	Syndra	Orianna	Caitlyn	Fiora	Taliyah	Elise	Rakan	Rek'Sai	Alistar	Zyra	TCL	0
Xayah	Sejuani	Taliyah	Karma	Jayce	Kalista	Nocturne	Vladimir	Braum	Kled	LeBlanc	Thresh	Rek'Sai	Nidalee	Galio	Elise	Caitlyn	Syndra	Fiora	Jarvan IV	TCL	1
Tristana	Rek'Sai	Cassiopeia	Rakan	Shen	Kog'Maw	Sejuani	Taliyah	Braum	Jarvan IV	LeBlanc	Galio	Thresh	Gnar	Renekton	Caitlyn	Kalista	Elise	Syndra	Orianna	TCL	0
Tristana	Jarvan IV	Orianna	Thresh	Shen	Xayah	Rek'Sai	Syndra	Blitzcrank	Gragas	Kalista	Braum	Elise	Gnar	Fiora	LeBlanc	Caitlyn	Taliyah	Sejuani	Zac	TCL	1
Kog'Maw	Elise	Lulu	Taric	Gnar	Varus	Rek'Sai	Orianna	Rakan	Akali	Fiora	Taliyah	Thresh	Blitzcrank	Bard	Caitlyn	Zac	Gragas	Tahm Kench	Braum	TCL	1
Tristana	Rek'Sai	Syndra	Thresh	Camille	Twitch	Elise	Cassiopeia	Tahm Kench	Gnar	Orianna	Lulu	Karma	Kog'Maw	Jhin	Taliyah	Caitlyn	Zac	Akali	Fiora	TCL	1
Tristana	Sejuani	Corki	Janna	Dr. Mundo	Sivir	Jarvan IV	Galio	Lulu	Cho'gath	Syndra	Kog'Maw	Xayah	Jinx	Twitch	Olaf	Alistar	Gnar	Shen	Braum	LCK	1
Varus	Rumble	Taliyah	Lulu	Jarvan IV	Kalista	Lee Sin	LeBlanc	Kennen	Camille	Thresh	Jayce	Galio	Rakan	Braum	Zac	Caitlyn	Elise	Gragas	Rek'Sai	LCK	0
Tristana	Elise	Orianna	Alistar	Jayce	Xayah	Gragas	Corki	Braum	Jarvan IV	Rumble	Rakan	Kalista	Galio	LeBlanc	Zac	Caitlyn	Taliyah	Twitch	Kog'Maw	LCK	1
Xayah	Gragas	Orianna	Rakan	Jarvan IV	Kog'Maw	Rek'Sai	Galio	Braum	Renekton	Jayce	Taliyah	Elise	Gnar	LeBlanc	Caitlyn	Kalista	Zac	Rumble	Corki	LCK	1
Tristana	Nidalee	Taliyah	Braum	Jayce	Xayah	Rek'Sai	Corki	Alistar	Rumble	Kalista	Rakan	LeBlanc	Galio	Kassadin	Zac	Caitlyn	Elise	Twitch	Gragas	LCK	0
Xayah	Elise	Corki	Rakan	Gnar	Kog'Maw	Skarner	Taliyah	Lulu	Rumble	Galio	Braum	Kalista	Karma	Shen	Caitlyn	Zac	Thresh	Jarvan IV	LeBlanc	LCK	0
Ashe	Elise	Taliyah	Thresh	Jarvan IV	Xayah	Nidalee	Corki	Rakan	Camille	Rek'Sai	Sejuani	Kog'Maw	Gragas	Lee Sin	Caitlyn	Zac	Kalista	Twitch	Varus	LCK	1
Tristana	Sejuani	Corki	Braum	Jarvan IV	Xayah	Lee Sin	Aurelion Sol	Thresh	Jax	Galio	Elise	Kog'Maw	Camille	Taliyah	Caitlyn	Zac	Kalista	Twitch	LeBlanc	LCK	0
Kalista	Jarvan IV	Orianna	Rakan	Camille	Xayah	Sejuani	Taliyah	Braum	Trundle	Kog'Maw	Galio	Thresh	LeBlanc	Renekton	Caitlyn	Zac	Elise	Aurelion Sol	Jax	LCK	1
Ashe	Kha'zix	LeBlanc	Alistar	Cho'gath	Caitlyn	Gragas	Syndra	Braum	Jayce	Galio	Corki	Elise	Bard	Ahri	Zac	Vladimir	Rek'Sai	Kalista	Kassadin	NACS	1
Kalista	Rek'Sai	Syndra	Thresh	Gnar	Miss Fortune	Kha'zix	Galio	Alistar	Poppy	Caitlyn	Vladimir	LeBlanc	Orianna	Camille	Zac	Cho'gath	Elise	Rumble	Corki	NACS	0
Tristana	Gragas	Morgana	Alistar	Cho'gath	Kalista	Rek'Sai	LeBlanc	Braum	Rumble	Corki	Galio	Caitlyn	Kassadin	Gnar	Zac	Kha'zix	Elise	Miss Fortune	Jhin	NACS	1
Kalista	Kha'zix	Syndra	Thresh	Galio	Xayah	Cho'gath	Vladimir	Rakan	Rumble	Shen	Caitlyn	Zac	Renekton	LeBlanc	Elise	Cassiopeia	Jayce	Gnar	Camille	EULCS	1
Tristana	Kayn	Syndra	Thresh	Jarvan IV	Kalista	Sejuani	Corki	Braum	Gnar	Shen	Caitlyn	Zac	Renekton	LeBlanc	Elise	Jayce	Kha'zix	Gragas	Camille	EULCS	0
Sivir	Warwick	Syndra	Rakan	Jarvan IV	Xayah	Sejuani	Corki	Braum	Camille	Shen	Caitlyn	Zac	Renekton	LeBlanc	Elise	Kha'zix	Kalista	Jayce	Gragas	EULCS	1
Caitlyn	Kha'zix	Taliyah	Braum	Jarvan IV	Varus	Gragas	Kassadin	Tahm Kench	Gnar	Thresh	Jayce	Cho'gath	Syndra	Orianna	Elise	Zac	Sejuani	LeBlanc	Renekton	EULCS	1
Ashe	Cho'gath	Syndra	Thresh	Rumble	Kalista	Gragas	Taliyah	Alistar	Jarvan IV	Caitlyn	Sejuani	Tahm Kench	Braum	Jayce	Zac	Elise	Gnar	Varus	Kog'Maw	EULCS	1
Caitlyn	Gragas	Cassiopeia	Tahm Kench	Renekton	Kog'Maw	Sejuani	Viktor	Braum	Shen	Thresh	Jayce	Syndra	Gnar	Orianna	Elise	Zac	Cho'gath	LeBlanc	Taliyah	EULCS	1
Caitlyn	Maokai	Corki	Braum	Jarvan IV	Kalista	Rek'Sai	Karma	Thresh	Swain	Blitzcrank	Jayce	Zed	Jax	LeBlanc	Zac	Cho'gath	Galio	Orianna	Gnar	NACS	1
Kalista	Gragas	Jayce	Blitzcrank	Illaoi	Twitch	Maokai	Galio	Thresh	Kennen	Corki	Orianna	Cho'gath	Camille	Gnar	Zac	Caitlyn	Elise	Rumble	Cassiopeia	NACS	1
Kalista	Maokai	Vladimir	Braum	Gnar	Xayah	Gragas	Zed	Veigar	Cho'gath	Jayce	Illaoi	Thresh	Jhin	Tristana	Orianna	Zac	Caitlyn	Corki	Syndra	NACS	1
Kalista	Rek'Sai	Viktor	Blitzcrank	Galio	Jhin	Sejuani	Vladimir	Thresh	Gnar	Corki	Caitlyn	Orianna	Taliyah	Syndra	Zac	Illaoi	Jayce	Elise	Jax	NACS	1
Kog'Maw	Sejuani	Orianna	Thresh	Gnar	Varus	Rek'Sai	Viktor	Bard	Galio	Jayce	Illaoi	Blitzcrank	Taric	Tristana	Zac	Caitlyn	Kalista	Maokai	Gragas	NACS	1
Kalista	Gragas	Taliyah	Thresh	Jarvan IV	Varus	Sejuani	Galio	Zyra	Rumble	LeBlanc	Ashe	Elise	Lee Sin	Rek'Sai	Caitlyn	Zac	Jayce	Camille	Jax	LCK	1
Kog'Maw	Elise	Karma	Lulu	Renekton	Kalista	Gragas	Taliyah	Blitzcrank	Camille	Jayce	Galio	Thresh	Rakan	Jax	Zac	Caitlyn	LeBlanc	Braum	Syndra	LCK	0
Xayah	Rek'Sai	Cassiopeia	Braum	Kled	Corki	Gragas	Orianna	Alistar	Jarvan IV	Elise	Jayce	Kalista	Camille	Renekton	Caitlyn	Varus	Zac	Jax	Twitch	LCK	1
Twitch	Sejuani	Taliyah	Braum	Renekton	Ashe	Rek'Sai	Cassiopeia	Tahm Kench	Jarvan IV	Varus	Zyra	Rakan	Camille	Kled	Zac	Caitlyn	Elise	Galio	Jayce	LCK	0
Varus	Elise	Corki	Rakan	Renekton	Xayah	Gragas	Orianna	Janna	Jarvan IV	Kalista	Rek'Sai	Galio	Jax	Camille	Caitlyn	Zac	Braum	Taliyah	Kled	LCK	0
Xayah	Amumu	Orianna	Rakan	Gnar	Twitch	Rek'Sai	Karma	Tahm Kench	Jarvan IV	Taliyah	Elise	Braum	Zyra	Galio	Caitlyn	Zac	Janna	Camille	Jax	LCK	0
Varus	Rek'Sai	Taliyah	Tahm Kench	Camille	Xayah	Gragas	Syndra	Thresh	Jarvan IV	Galio	Kalista	Elise	Rakan	Janna	Caitlyn	Zac	Braum	Kled	Zyra	LCK	0
Xayah	Gragas	Corki	Rakan	Gnar	Tristana	Elise	Galio	Kennen	Jax	Jayce	Taliyah	Thresh	Jarvan IV	Alistar	Zac	Caitlyn	Kalista	Lucian	Fiora	LCK	0
Kalista	Gragas	Galio	Thresh	Renekton	Xayah	Elise	Orianna	Braum	Jarvan IV	Aurelion Sol	Rakan	Camille	Cassiopeia	Lucian	Caitlyn	Zac	Jayce	Taliyah	Jax	LCK	1
Tristana	Elise	LeBlanc	Thresh	Shen	Varus	Rek'Sai	Taliyah	Braum	Jarvan IV	Xayah	Rumble	Gragas	Alistar	Rakan	Zac	Caitlyn	Kalista	Jayce	Renekton	LCK	1
Kalista	Jarvan IV	Corki	Kennen	Rumble	Xayah	Gragas	Galio	Rakan	Jayce	Tristana	Thresh	Elise	Rek'Sai	Kha'zix	Caitlyn	Zac	Alistar	Lucian	Taliyah	LCK	1
Tristana	Elise	Kassadin	Braum	Renekton	Twitch	Jarvan IV	Corki	Thresh	Gnar	Xayah	Rumble	Gragas	Rek'Sai	Kennen	Caitlyn	Kalista	Zac	Taliyah	Cassiopeia	LCK	1
Varus	Elise	Lucian	Braum	Renekton	Xayah	Rek'Sai	Karma	Rakan	Jarvan IV	Taliyah	Gragas	Thresh	Jax	Orianna	Caitlyn	Zac	Kalista	Jayce	Camille	LCK	1
Varus	Rek'Sai	Orianna	Thresh	Jax	Xayah	Gragas	Galio	Rakan	Renekton	LeBlanc	Braum	Elise	Jayce	Lucian	Caitlyn	Zac	Kalista	Kog'Maw	Tristana	LCK	0
Kalista	Maokai	Syndra	Rakan	Jarvan IV	Tristana	Gragas	Vladimir	Braum	Jayce	Rek'Sai	LeBlanc	Caitlyn	Taliyah	Katarina	Elise	Cho'gath	Zac	Thresh	Camille	EULCS	1
Varus	Zac	Orianna	Alistar	Jarvan IV	Xayah	Sejuani	Syndra	Braum	Renekton	Rek'Sai	LeBlanc	Caitlyn	Cho'gath	Jayce	Elise	Kalista	Thresh	Rakan	Tahm Kench	EULCS	1
Caitlyn	Lee Sin	Taliyah	Thresh	Jarvan IV	Varus	Sejuani	Syndra	Braum	Camille	LeBlanc	Gragas	Kalista	Jhin	Jax	Zac	Elise	Cho'gath	Rek'Sai	Kha'zix	EULCS	0
Jhin	Kha'zix	Syndra	Braum	Cho'gath	Xayah	Gragas	Orianna	Thresh	Gnar	Taliyah	Tahm Kench	Kog'Maw	Kalista	Tristana	Zac	Caitlyn	Elise		Varus	EULCS	1
Ashe	Maokai	Orianna	Tahm Kench	Cho'gath	Varus	Gragas	Taliyah	Thresh	Renekton	Sejuani	Braum	Kalista	Gnar	Shen	Zac	Elise	Caitlyn	Jayce	LeBlanc	EULCS	1
Varus	Sejuani	Syndra	Braum	Jarvan IV	Kalista	Maokai	Corki	Alistar	Jax	Thresh	Jayce	Elise	Orianna	Gnar	Caitlyn	Zac	Cho'gath	Cassiopeia	Renekton	EULCS	1
