blue_ADC_champion	blue_Jungle_champion	blue_Middle_champion	blue_Support_champion	blue_Top_champion	red_ADC_champion	red_Jungle_champion	red_Middle_champion	red_Support_champion	red_Top_champion	blue_ban1	blue_ban2	blue_ban3	blue_ban4	blue_ban5	red_ban1	red_ban2	red_ban3	red_ban4	red_ban5	league	blue_win
Caitlyn	Jarvan IV	Viktor	Alistar	Trundle	Varus	Sejuani	Kassadin	Braum	Shen	Evelynn	Camille	Skarner	Azir	Cassiopeia	Sion	Xayah	Galio	Fiora	Orianna	CBLoL	1
Xayah	Zac	Azir	Rakan	Sion	Varus	Olaf	Galio	Tahm Kench	Trundle	Ezreal	Cassiopeia	Ryze	Alistar	Leona	Shen	Camille	Braum	Jarvan IV	Sejuani	CBLoL	1
Varus	Jax	Galio	Braum	Sion	Caitlyn	Olaf	Corki	Morgana	Maokai	Shen	Xayah	Azir	Alistar	Poppy	Ezreal	Cassiopeia	Ryze	Lee Sin	Kha'zix	CBLoL	0
Xayah	Rek'Sai	Ryze	Rakan	Ornn	Caitlyn	Sejuani	Galio	Shen	Gnar	Tristana	Ezreal	Azir	Morgana	Tahm Kench	Camille	Varus	Olaf	Jarvan IV	Zac	CBLoL	0
Caitlyn	Olaf	Galio	Janna	Vladimir	Ashe	Zac	Corki	Tahm Kench	Kled	Camille	Varus	Xayah	Sejuani	Kha'zix	Azir	Ezreal	Tristana	Taric	Braum	CBLoL	1
Varus	Kha'zix	Galio	Taric	Vladimir	Tristana	Olaf	Corki	Braum	Shen	Ryze	Ezreal	Sion	Alistar	Gnar	Xayah	Caitlyn	Tahm Kench	Skarner	Camille	CBLoL	0
Xayah	Olaf	Ryze	Rakan	Gnar	Varus	Skarner	Anivia	Alistar	Cho'gath	Tahm Kench	Sion	Caitlyn	Shen	Orianna	Ezreal	Galio	Corki	Fiora	Trundle	CBLoL	1
Caitlyn	Zac	Ryze	Thresh	Cho'gath	Varus	Sejuani	Cassiopeia	Tahm Kench	Gnar	Azir	Olaf	Kha'zix	Gangplank	Braum	Xayah	Skarner	Sion	Morgana	Zyra	NALCS	1
Xayah	Zac	Ryze	Rakan	Cho'gath	Caitlyn	Sejuani	Orianna	Morgana	Maokai	Olaf	Varus	Kha'zix	Camille	Karma	Galio	Sion	Skarner	Shen	Azir	NALCS	0
Draven	Olaf	Azir	Tahm Kench	Ornn	Xayah	Skarner	Karma	Rakan	Gangplank	Galio	Sion	Ryze	Cho'gath	Kled	Kha'zix	Zac	Shen	Varus	Tristana	NALCS	0
Ezreal	Olaf	Ryze	Braum	Gangplank	Varus	Skarner	Anivia	Thresh	Cho'gath	Sion	Azir	Taliyah	Cassiopeia	Orianna	Galio	Xayah	Gnar	Kog'Maw	Caitlyn	NALCS	1
Xayah	Zac	Cassiopeia	Rakan	Cho'gath	Caitlyn	Sejuani	Karma	Braum	Gnar	Kha'zix	Olaf	Galio	Orianna	Camille	Skarner	Ryze	Sion	Taliyah	Azir	NALCS	1
Kog'Maw	Kha'zix	Ryze	Braum	Trundle	Varus	Sejuani	Orianna	Thresh	Cho'gath	Xayah	Skarner	Olaf	Morgana	Bard	Gangplank	Tahm Kench	Azir	Gnar	Shen	NALCS	0
Ezreal	Sejuani	Galio	Taric	Gangplank	Caitlyn	Kha'zix	Corki	Braum	Gnar	Olaf	Varus	Rakan	Cho'gath	Ornn	Skarner	Sion	Ryze	Camille	Alistar	NALCS	1
Xayah	Jarvan IV	Orianna	Rakan	Cho'gath	Caitlyn	Sejuani	Malzahar	Morgana	Gnar	Sion	Olaf	Galio	Gangplank	Taliyah	Ryze	Skarner	Azir	Kha'zix	Zac	NALCS	0
Tristana	Kha'zix	Azir	Blitzcrank	Shen	Varus	Sejuani	Syndra	Thresh	Sion	Ryze	Galio	Gangplank	Braum	Tahm Kench	Skarner	Xayah	Olaf	Gnar	Alistar	NALCS	0
Caitlyn	Kha'zix	Orianna	Braum	Cho'gath	Varus	Zac	Taliyah	Alistar	Darius	Galio	Ryze	Olaf	Gangplank	Bard	Xayah	Azir	Skarner	Shen	Tahm Kench	NALCS	0
Ezreal	Skarner	Ryze	Taric	Cho'gath	Tristana	Sejuani	Taliyah	Alistar	Gangplank	Sion	Xayah	Galio	Tahm Kench	Camille	Orianna	Varus	Olaf	Gnar	Braum	LMS	1
Varus	Zac	Taliyah	Alistar	Camille	Caitlyn	Skarner	Azir	Braum	Cho'gath	Orianna	Ryze	Ezreal	Tahm Kench	Gnar	Sion	Xayah	Galio	Taric	Fiora	LMS	0
Tristana	Skarner	Ryze	Taric	Cho'gath	Ezreal	Sejuani	Sion	Braum	Gangplank	Taliyah	Syndra	Galio	Vladimir	Orianna	Azir	Zac	Xayah	Kha'zix	Jarvan IV	LMS	1
Caitlyn	Sejuani	Ryze	Tahm Kench	Ornn	Tristana	Kindred	Malzahar	Braum	Sion	Taliyah	Syndra	Galio	Vladimir	Gangplank	Azir	Zac	Xayah	Kha'zix	Cho'gath	LMS	1
Xayah	Olaf	Karma	Rakan	Ornn	Varus	Skarner	Azir	Alistar	Gangplank	Camille	Galio	Sion	Leona	Braum	Gnar	Kalista	Tahm Kench	Ryze	Taliyah	LMS	0
Xayah	Sejuani	Taliyah	Thresh	Ornn	Kog'Maw	Skarner	Azir	Tahm Kench	Sion	Gnar	Kalista	Olaf	Varus	Shen	Camille	Galio	Ryze	Rakan	Braum	LMS	1
Xayah	Camille	Ryze	Rakan	Maokai	Tristana	Kha'zix	Taliyah	Leona	Sion	Skarner	Olaf	Caitlyn	Cassiopeia	Orianna	Galio	Azir	Sejuani	Cho'gath	Gangplank	LMS	0
Caitlyn	Olaf	Cassiopeia	Taric	Gnar	Ezreal	Jarvan IV	Taliyah	Braum	Ryze	Azir	Sejuani	Galio	Gangplank	Alistar	Xayah	Varus	Orianna	Sion	Tahm Kench	LMS	1
Tristana	Olaf	Galio	Alistar	Cho'gath	Kalista	Kha'zix	Anivia	Braum	Sion	Xayah	Ryze	Azir	Taliyah	Vladimir	Camille	Thresh	Gangplank	Gnar	Fiora	LMS	1
Varus	Skarner	Cassiopeia	Sion	Gangplank	Tristana	Olaf	Orianna	Braum	Gnar	Xayah	Ryze	Azir	Alistar	Leona	Camille	Thresh	Galio	Caitlyn	Tahm Kench	LMS	1
Varus	Sejuani	Ryze	Taric	Cho'gath	Caitlyn	Jarvan IV	Taliyah	Tahm Kench	Ornn	Galio	Sion	Xayah	Gangplank	Gnar	Azir	Skarner	Ezreal	Braum	Camille	LMS	1
Varus	Sejuani	Ryze	Taric	Cho'gath	Caitlyn	Jarvan IV	Taliyah	Tahm Kench	Ornn	Sion	Xayah	Galio	Gangplank	Gnar	Azir	Skarner	Ezreal	Braum	Camille	LMS	0
Varus	Olaf	Taliyah	Tahm Kench	Camille	Caitlyn	Jarvan IV	Syndra	Karma	Ornn	Galio	Sion	Xayah	Braum	Gangplank	Azir	Skarner	Ezreal	Sejuani	Zac	LMS	0
Kog'Maw	Sejuani	Ryze	Thresh	Gnar	Ashe	Skarner	Azir	Tahm Kench	Gangplank	Olaf	Jayce	Camille	Ezreal	Xayah	Sion	Galio	Varus	Kalista	Braum	LCK	0
Kog'Maw	Nidalee	Sion	Tahm Kench	Gnar	Xayah	Zac	Taliyah	Rakan	Ornn	Sejuani	Varus	Kalista	Jax	Jarvan IV	Olaf	Skarner	Galio	Gangplank	Camille	LCK	0
Varus	Zac	Cassiopeia	Tahm Kench	Gnar	Ezreal	Skarner	Sion	Braum	Camille	Olaf	Azir	Galio	Gangplank	Jayce	Rakan	Sejuani	Kog'Maw	Syndra	Taliyah	LCK	0
Xayah	Skarner	Taliyah	Rakan	Gnar	Tristana	Jax	Azir	Braum	Cho'gath	Galio	Caitlyn	Olaf	Leona	Alistar	Varus	Sejuani	Zac	Ryze	Vel'koz	LCK	1
Tristana	Olaf	Azir	Thresh	Camille	Xayah	Jarvan IV	Vel'koz	Rakan	Fiora	Varus	Sejuani	Zac	Skarner	Kha'zix	Galio	Caitlyn	Taliyah	Leona	Alistar	LCK	1
Xayah	Zac	Vel'koz	Rakan	Gangplank	Tristana	Camille	Ryze	Alistar	Gnar	Galio	Olaf	Azir	Thresh	Leona	Varus	Skarner	Sejuani	Cassiopeia	Taliyah	LCK	1
Tristana	Sejuani	Azir	Alistar	Cho'gath	Caitlyn	Jarvan IV	Ryze	Taric	Ornn	Varus	Taliyah	Gnar	Braum	Thresh	Sion	Zac	Olaf	Tahm Kench	Gangplank	LCK	1
Caitlyn	Sejuani	Taliyah	Tahm Kench	Gnar	Tristana	Skarner	Syndra	Thresh	Ornn	Sion	Zac	Azir	Galio	Cho'gath	Varus	Ryze	Olaf	Gangplank	Camille	LCK	1
Xayah	Sejuani	Karma	Rakan	Gangplank	Caitlyn	Olaf	Syndra	Tahm Kench	Ornn	Varus	Taliyah	Ryze	Gnar	Cassiopeia	Sion	Zac	Azir	Galio	Corki	LCK	1
Caitlyn	Skarner	Azir	Thresh	Fiora	Tristana	Sejuani	Ziggs	Alistar	Camille	Sion	Xayah	Olaf	Corki	Taliyah	Ryze	Galio	Varus	Tahm Kench	Braum	LCK	0
Tristana	Skarner	Azir	Rakan	Cho'gath	Xayah	Sejuani	Kassadin	Alistar	Gangplank	Ryze	Sion	Zac	Tahm Kench	Thresh	Galio	Olaf	Camille	Varus	Kalista	LCK	0
Caitlyn	Olaf	Kassadin	Braum	Cassiopeia	Tristana	Skarner	Azir	Rakan	Ornn	Camille	Sion	Xayah	Cho'gath	Thresh	Ryze	Galio	Varus	Tahm Kench	Gangplank	LCK	0
Tristana	Skarner	Taliyah	Taric	Camille	Caitlyn	Zac	Galio	Tahm Kench	Fiora	Sion	Rakan	Sejuani	Gangplank	Alistar	Olaf	Varus	Cho'gath	Thresh	Azir	LCK	0
Tristana	Nocturne	Galio	Leona	Ryze	Xayah	Skarner	Taliyah	Rakan	Gangplank	Azir	Caitlyn	Varus	Vladimir	Sion	Zac	Sejuani	Olaf	Camille	Jarvan IV	LCK	0
Tristana	Zac	Galio	Alistar	Camille	Jinx	Skarner	Anivia	Tahm Kench	Gangplank	Sion	Sejuani	Rakan	Azir	Taliyah	Olaf	Varus	Caitlyn	Vladimir	Jarvan IV	LCK	0
Varus	Olaf	Xerath	Leona	Gangplank	Xayah	Zac	Syndra	Rakan	Fiora	Ryze	Taliyah	Kassadin	Rumble	Sejuani	Azir	Galio	Sion	LeBlanc	Ekko	LCK	1
Caitlyn	Sejuani	Ryze	Braum	Fiora	Kog'Maw	Zac	Sion	Tahm Kench	Gnar	Olaf	Galio	Azir	Skarner	Gangplank	Rakan	Varus	Tristana	Camille	Jayce	LCK	0
Caitlyn	Olaf	Viktor	Morgana	Maokai	Xayah	Kha'zix	Orianna	Rakan	Gnar	Swain	Tahm Kench	Sejuani	Galio	Sion	Azir	Tristana	Ryze	Corki	Cassiopeia	EULCS	0
Xayah	Kha'zix	Taliyah	Rakan	Camille	Ezreal	Sejuani	Azir	Tahm Kench	Shen	Caitlyn	Sion	Olaf	Kog'Maw	Varus	Galio	Ryze	Skarner	Gangplank	Cassiopeia	EULCS	0
Caitlyn	Kha'zix	Taliyah	Thresh	Shen	Jhin	Sejuani	Sion	Taric	Vladimir	Zac	Galio	Xayah	Swain	Morgana	Ryze	Tahm Kench	Gangplank	Olaf	Skarner	EULCS	1
Ezreal	Jarvan IV	Sion	Braum	Swain	Xayah	Sejuani	Ryze	Rakan	Cho'gath	Galio	Olaf	Skarner	Anivia	Shen	Tristana	Caitlyn	Kha'zix	Alistar	Tahm Kench	EULCS	1
Xayah	Zac	Galio	Rakan	Poppy	Ezreal	Sejuani	Taliyah	Braum	Camille	Olaf	Caitlyn	Swain	Ryze	Tahm Kench	Sion	Skarner	Azir	Jarvan IV	Kha'zix	EULCS	0
Caitlyn	Skarner	Azir	Tahm Kench	Gangplank	Xayah	Zac	Ryze	Rakan	Vladimir	Tristana	Sion	Camille	Swain	Corki	Olaf	Gnar	Galio	Morgana	Thresh	EULCS	0
Kog'Maw	Skarner	Anivia	Braum	Sion	Jinx	Sejuani	Kassadin	Tahm Kench	Swain	Xayah	Ezreal	Galio	Varus	Gangplank	Azir	Caitlyn	Tristana	Ryze	Cassiopeia	EULCS	0
Xayah	Sejuani	Cassiopeia	Rakan	Gnar	Kalista	Kha'zix	Aurelion Sol	Braum	Swain	Galio	Olaf	Caitlyn	Camille	Gangplank	Sion	Skarner	Ryze	Poppy	Ornn	EULCS	0
Kog'Maw	Kha'zix	Sion	Braum	Gangplank	Ashe	Sejuani	Ryze	Tahm Kench	Gnar	Caitlyn	Xayah	Zac	Varus	Jinx	Galio	Camille	Tristana	Olaf	Taliyah	EULCS	1
Tristana	Sejuani	Zoe	Braum	Swain	Ezreal	Kha'zix	Azir	Taric	Maokai	Olaf	Camille	Skarner	Ryze	Cassiopeia	Sion	Xayah	Galio	Ornn	Cho'gath	EULCS	1
Tristana	Zac	Ryze	Braum	Vladimir	Varus	Olaf	Azir	Thresh	Camille	Tahm Kench	Kog'Maw	Galio	Sivir	Ezreal	Caitlyn	Sion	Xayah	Alistar	Cho'gath	EULCS	0
Caitlyn	Skarner	Taliyah	Braum	Cho'gath	Varus	Olaf	Zoe	Tahm Kench	Gnar	Gangplank	Azir	Morgana	Orianna	LeBlanc	Ryze	Swain	Xayah	Shen	Kog'Maw	NALCS	1
Kog'Maw	Skarner	Karma	Tahm Kench	Ornn	Caitlyn	Nocturne	Cassiopeia	Alistar	Swain	Varus	Braum	Kha'zix	Morgana	Zac	Azir	Xayah	Olaf	Orianna	Sion	NALCS	0
Jhin	Skarner	Ryze	Tahm Kench	Ornn	Varus	Olaf	Azir	Thresh	Gnar	Braum	Gangplank	Orianna	Alistar	Ezreal	Galio	Xayah	Swain	Camille	Tristana	NALCS	1
Caitlyn	Nocturne	Anivia	Thresh	Sion	Ezreal	Skarner	Ryze	Tahm Kench	Cho'gath	Gangplank	Varus	Kha'zix	Camille	Trundle	Rakan	Swain	Olaf	Orianna	Gnar	NALCS	0
Varus	Sejuani	Orianna	Tahm Kench	Lucian	Jhin	Zac	Ezreal	Thresh	Gangplank	Nocturne	Kha'zix	Kog'Maw	Braum	Syndra	Olaf	Skarner	Xayah	Camille	Morgana	NALCS	0
Ezreal	Zac	Swain	Braum	Yasuo	Varus	Sejuani	Cassiopeia	Janna	Gnar	Caitlyn	Camille	Xayah	Darius	Fiora	Galio	Olaf	Riven	Taliyah	Tahm Kench	NAAc	1
Varus	Kha'zix	Syndra	Leona	Sion	Caitlyn	Sejuani	Karma	Thresh	Gnar	Evelynn	Olaf	Camille	Cho'gath	Braum	Xayah	Swain	Skarner	Alistar	Tahm Kench	NAAc	0
Caitlyn	Jarvan IV	Galio	Thresh	Camille	Varus	Sejuani	Gangplank	Alistar	Ornn	Ryze	Cassiopeia	Skarner	Cho'gath	Corki	Xayah	Olaf	Swain	Tahm Kench	Kha'zix	NAAc	1
Varus	Olaf	Orianna	Tahm Kench	Shen	Xayah	Camille	Karma	Rakan	Ornn	Lee Sin	Azir	Kha'zix	Jax	Rek'Sai	Swain	Ryze	Skarner	Leona	Alistar	NAAc	1
Tristana	Olaf	Ryze	Janna	Shen	Ashe	Zac	Anivia	Nami	Sion	Swain	Kha'zix	Gangplank	Illaoi	Gnar	Galio	Xayah	Karma	Alistar	Cho'gath	NAAc	0
Varus	Zac	Corki	Alistar	Cho'gath	Ezreal	Olaf	Galio	Thresh	Shen	Camille	Caitlyn	Xayah	Janna	Taric	Warwick	Swain	Tahm Kench	Cassiopeia	Illaoi	NAAc	1
Varus	Sejuani	Ryze	Taric	Olaf	Ezreal	Kha'zix	Cassiopeia	Thresh	Cho'gath	Alistar	Caitlyn	Swain	Sion	Riven	Galio	Skarner	Xayah	Shen	Karma	NAAc	1
Twitch	Zac	Swain	Thresh	Gnar	Caitlyn	Sejuani	Ryze	Tahm Kench	Jayce	Kha'zix	Olaf	Xayah	Morgana	Cassiopeia	Evelynn	Camille	Skarner	Varus	Kog'Maw	NAAc	1
Varus	Zac	Cassiopeia	Tahm Kench	Rumble	Caitlyn	Skarner	Orianna	Janna	Gnar	Azir	Sejuani	Olaf	Karma	Cho'gath	Xayah	Kha'zix	Gangplank	Camille	Galio	NAAc	0
Jinx	Skarner	Swain	Alistar	Ornn	Caitlyn	Sejuani	Anivia	Tahm Kench	Sion	Cassiopeia	Ryze	Olaf	Camille	Orianna	Azir	Galio	Xayah	Varus	Kog'Maw	NAAc	0
Kog'Maw	Sejuani	Swain	Taric	Riven	Varus	Zac	Ryze	Braum	Poppy	Caitlyn	Alistar	Camille	Gnar	Shen	Xayah	Olaf	Galio	Ezreal	Tristana	NAAc	1
Tristana	Olaf	Taliyah	Alistar	Ornn	Varus	Skarner	Azir	Braum	Sion	Zac	Sejuani	Kha'zix	Gangplank	Cho'gath	Gnar	Galio	Camille	Tahm Kench	Xayah	LMS	1
Xayah	Skarner	Ryze	Rakan	Sion	Ezreal	Olaf	Azir	Leona	Maokai	Zac	Caitlyn	Gangplank	Sejuani	Cho'gath	Gnar	Ornn	Tristana	Vladimir	Kha'zix	LMS	1
Caitlyn	Sejuani	Ryze	Braum	Jayce	Varus	Olaf	Taliyah	Tahm Kench	Gnar	Galio	Azir	Ornn	Gangplank	Sion	Camille	Xayah	Skarner	Alistar	Cho'gath	LMS	1
Caitlyn	Sejuani	Ryze	Braum	Gnar	Tristana	Olaf	Taliyah	Tahm Kench	Gangplank	Galio	Azir	Ornn	Varus	Ezreal	Camille	Skarner	Xayah	Vladimir	Sion	LMS	0
Ezreal	Jarvan IV	Ryze	Alistar	Cho'gath	Tristana	Olaf	Cassiopeia	Braum	Gangplank	Galio	Azir	Taliyah	Varus	Tahm Kench	Camille	Skarner	Xayah	Vladimir	Sion	LMS	0
Varus	Zac	Ryze	Tahm Kench	Cho'gath	Caitlyn	Skarner	Azir	Morgana	Sion	Camille	Taliyah	Cassiopeia	Braum	Alistar	Galio	Gangplank	Ornn	Olaf	Sejuani	LMS	1
Caitlyn	Olaf	Ryze	Thresh	Gangplank	Ezreal	Skarner	Azir	Tahm Kench	Gnar	Camille	Cassiopeia	Taliyah	Ornn	Vladimir	Galio	Varus	Zac	Braum	Sejuani	LMS	0
Tristana	Jarvan IV	Ryze	Braum	Ornn	Ezreal	Skarner	Azir	Rakan	Cho'gath	Camille	Taliyah	Cassiopeia	Taric	Alistar	Galio	Varus	Tahm Kench	Sejuani	Zac	LMS	0
Varus	Sejuani	Vladimir	Braum	Sion	Tristana	Zac	Galio	Leona	Gangplank	Jarvan IV	Caitlyn	Taliyah	Karma	Syndra	Olaf	Skarner	Xayah	Cassiopeia	Tahm Kench	LMS	0
Caitlyn	Skarner	Karma	Tahm Kench	Ornn	Tristana	Sejuani	Ryze	Lulu	Shen	Olaf	Xayah	Sion	Taric	Alistar	Jarvan IV	Taliyah	Gangplank	Syndra	Galio	LMS	1
Xayah	Olaf	Ryze	Rakan	Fiora	Kog'Maw	Lee Sin	Azir	Tahm Kench	Sion	Galio	Varus	Caitlyn	Sejuani	Kha'zix	Ornn	Gnar	Taliyah	Camille	Cho'gath	LMS	1
Tristana	Olaf	Taliyah	Taric	Cho'gath	Xayah	Kha'zix	Sion	Alistar	Shen	Galio	Varus	Caitlyn	Ryze	Azir	Ornn	Gnar	Rakan	Tahm Kench	Camille	LMS	1
Caitlyn	Lee Sin	Cassiopeia	Alistar	Gangplank	Tristana	Skarner	Galio	Thresh	Vladimir	Varus	Olaf	Tahm Kench	Braum	Camille	Xayah	Ornn	Taliyah	Sejuani	Zac	LMS	0
Caitlyn	Sejuani	Cassiopeia	Thresh	Gangplank	Tristana	Skarner	Malzahar	Braum	Camille	Olaf	Varus	Galio	Vladimir	Gnar	Xayah	Taliyah	Ornn	Tahm Kench	Taric	LMS	0
Tristana	Gragas	Ryze	Shen	Fiora	Xayah	Kha'zix	Galio	Rakan	Cho'gath	Gangplank	Taliyah	Olaf	Camille	Gnar	Sejuani	Zac	Skarner	Ornn	Sion	LCK	0
Ezreal	Olaf	Anivia	Braum	Vladimir	Xayah	Nidalee	Azir	Rakan	Ryze	Gangplank	Zac	Skarner	Ornn	Cho'gath	Taliyah	Sion	Sejuani	Gnar	Fiora	LCK	1
Varus	Sejuani	Galio	Braum	Camille	Xayah	Olaf	Vel'koz	Rakan	Gnar	Ryze	Taliyah	Sion	Gangplank	Corki	Tristana	Azir	Skarner	Leona	Alistar	LCK	1
Varus	Kha'zix	Azir	Braum	Gangplank	Kog'Maw	Sejuani	Ziggs	Thresh	Camille	Skarner	Galio	Tristana	Xayah	Alistar	Ryze	Taliyah	Sion	Tahm Kench	Zac	LCK	1
Tristana	Zac	Ziggs	Leona	Camille	Varus	Sejuani	Azir	Thresh	Fiora	Ryze	Sion	Gangplank	Xayah	Alistar	Skarner	Olaf	Galio	Tahm Kench	Braum	LCK	0
Ezreal	Sejuani	Karma	Braum	Camille	Xayah	Zac	Azir	Janna	Poppy	Galio	Gangplank	Rakan	Vladimir	Thresh	Vel'koz	Varus	Gnar	Ryze	Taliyah	LCK	0
Xayah	Zac	Anivia	Rakan	Cho'gath	Tristana	Sejuani	Syndra	Alistar	Sion	Vel'koz	Gnar	Varus	Camille	Taliyah	Galio	Azir	Gangplank	Ryze	Trundle	LCK	1
Caitlyn	Zac	Ryze	Tahm Kench	Fiora	Xayah	Sejuani	Azir	Shen	Gnar	Rakan	Varus	Gangplank	Ezreal	Tristana	Sion	Galio	Camille	Ornn	Cho'gath	LCK	0
Ezreal	Skarner	Azir	Thresh	Sion	Kog'Maw	Sejuani	Ryze	Morgana	Ornn	Camille	Galio	Caitlyn	Tahm Kench	Braum	Rakan	Varus	Gangplank	Fiora	Gnar	LCK	1
Varus	Warwick	Azir	Braum	Swain	Ezreal	Olaf	Xerath	Alistar	Sion	Taliyah	Cassiopeia	Veigar	Jhin	Ashe	Shen	Xayah	Caitlyn	Maokai	Trundle	CBLoL	1
Xayah	Zac	Orianna	Rakan	Gangplank	Varus	Olaf	Azir	Braum	Poppy	Shen	Jhin	Caitlyn	Swain	Morgana	Taliyah	Cassiopeia	Galio	Xerath	Ryze	CBLoL	1
Varus	Jarvan IV	Ryze	Braum	Sion	Jhin	Olaf	Syndra	Alistar	Gnar	Taliyah	Cassiopeia	Gangplank	Azir	Camille	Caitlyn	Shen	Xayah	Morgana	Swain	CBLoL	1
Varus	Zac	Corki	Alistar	Gangplank	Sivir	Olaf	Ryze	Braum	Camille	Shen	Jhin	Caitlyn	Ezreal	Tristana	Taliyah	Cassiopeia	Xayah	Azir	Orianna	CBLoL	1
Varus	Warwick	Azir	Lulu	Jarvan IV	Ashe	Sejuani	Taliyah	Braum	Ornn	Cassiopeia	Zac	Gangplank	Camille	Jhin	Caitlyn	Xayah	Shen	Tahm Kench	Morgana	CBLoL	1
Ezreal	Skarner	Ryze	Tahm Kench	Jayce	Caitlyn	Nunu	Azir	Morgana	Swain	Sion	Varus	Rakan	Shen	Sejuani	Cassiopeia	Zac	Olaf	Karma	Camille	CBLoL	1
Varus	Sejuani	Xerath	Braum	Gangplank	Kog'Maw	Zac	Azir	Taric	Camille	Ezreal	Cassiopeia	Ryze	Ashe	Alistar	Sion	Rakan	Olaf	Shen	Poppy	CBLoL	0
Ashe	Olaf	Ryze	Tahm Kench	Jayce	Varus	Rek'Sai	Azir	Braum	Shen	Sion	Rakan	Zac	Jarvan IV	Warwick	Cassiopeia	Camille	Ezreal	Xayah	Kog'Maw	CBLoL	1
Xayah	Zac	Anivia	Alistar	Shen	Sivir	Skarner	Ziggs	Braum	Ornn	Camille	Galio	Tristana	Swain	Ryze	Olaf	Taliyah	Caitlyn	Cassiopeia	Syndra	TCL	0
Sivir	Skarner	Galio	Thresh	Camille	Ezreal	Olaf	Corki	Alistar	Fiora	Sion	Ryze	Cassiopeia	Jax	Tahm Kench	Caitlyn	Xayah	Varus	Braum	Ornn	TCL	1
Caitlyn	Gragas	Ryze	Tahm Kench	Gnar	Varus	Olaf	Orianna	Janna	Ornn	Sion	Galio	Cassiopeia	Taliyah	Zoe	Braum	Camille	Rakan	Shen	Swain	TCL	1
Ezreal	Camille	Orianna	Braum	Sion	Xayah	Sejuani	Azir	Janna	Shen	Taliyah	Skarner	Caitlyn	Rakan	Tahm Kench	Ryze	Galio	Olaf	Alistar	Swain	TCL	0
Xayah	Jarvan IV	Vladimir	Rakan	Cho'gath	Sivir	Olaf	Azir	Braum	Swain	Sion	Ryze	Caitlyn	Cassiopeia	Kassadin	Galio	Taliyah	Camille	Orianna	Shen	TCL	1
Jinx	Olaf	Taliyah	Thresh	Swain	Tristana	Gragas	Sion	Leona	Aatrox	Rakan	Varus	Xayah	Camille	Skarner	Ryze	Galio	Caitlyn	Alistar	Tahm Kench	TCL	0
Varus	Skarner	Karma	Janna	Cho'gath	Twitch	Sejuani	Ryze	Morgana	Sion	Taliyah	Xayah	Camille	Ezreal	Sivir	Galio	Caitlyn	Tristana	Azir	Cassiopeia	TCL	0
Xayah	Kha'zix	Orianna	Rakan	Gnar	Varus	Olaf	Azir	Leona	Cho'gath	Taliyah	Camille	Sion	Swain	Ryze	Caitlyn	Galio	Kalista	Shen	Ornn	TCL	1
Caitlyn	Zac	Viktor	Morgana	Gnar	Varus	Sejuani	Vladimir	Janna	Sion	Galio	Camille	Skarner	Tahm Kench	Karma	Taliyah	Olaf	Tristana	Ryze	Anivia	TCL	0
Tristana	Skarner	Ryze	Bard	Ornn	Kog'Maw	Jarvan IV	Karma	Taric	Illaoi	Sion	Galio	Camille	Tahm Kench	Braum	Taliyah	Xayah	Caitlyn	Janna	Swain	TCL	1
Caitlyn	Skarner	Cassiopeia	Alistar	Gangplank	Kog'Maw	Sejuani	Sion	Braum	Gnar	Galio	Ornn	Ryze	Tahm Kench	Karma	Olaf	Xayah	Swain	Azir	Orianna	NALCS	0
Xayah	Volibear	LeBlanc	Rakan	Ornn	Caitlyn	Zac	Azir	Thresh	Cho'gath	Gangplank	Morgana	Varus	Camille	Gnar	Swain	Olaf	Skarner	Orianna	Ryze	NALCS	0
Varus	Sejuani	Taliyah	Taric	Gnar	Kog'Maw	Skarner	Swain	Braum	Sion	Kha'zix	Gangplank	Tahm Kench	Karma	Cho'gath	Rakan	Olaf	Orianna	Camille	Anivia	NALCS	0
Jhin	Zac	Ryze	Braum	Cho'gath	Caitlyn	Sejuani	Azir	Morgana	Gnar	Gangplank	Swain	Cassiopeia	Alistar	Tahm Kench	Xayah	Olaf	Taliyah	Tristana	Jinx	NALCS	1
Jhin	Sejuani	Swain	Tahm Kench	Ornn	Varus	Zac	Ziggs	Zilean	Camille	Braum	Gangplank	Orianna	Ryze	Cassiopeia	Olaf	Skarner	Xayah	Gnar	Cho'gath	NALCS	1
Jhin	Skarner	Ryze	Braum	Ornn	Caitlyn	Nocturne	Azir	Alistar	Shen	Swain	Gangplank	Cassiopeia	Zac	Camille	Olaf	Xayah	Taliyah	Jinx	Tristana	NALCS	1
Jhin	Skarner	Ryze	Morgana	Cho'gath	Xayah	Zac	Cassiopeia	Rakan	Shen	Gangplank	Orianna	Swain	Olaf	Gnar	Galio	Ornn	Caitlyn	Tahm Kench	Thresh	NALCS	1
Ezreal	Skarner	Syndra	Braum	Gangplank	Caitlyn	Sejuani	Orianna	Thresh	Gnar	Azir	Xayah	Varus	Tahm Kench	Morgana	Swain	Ryze	Sion	Jhin	Kog'Maw	NALCS	1
Kog'Maw	Sejuani	Ryze	Braum	Cho'gath	Varus	Zac	Orianna	Tahm Kench	Sion	Gangplank	Ezreal	Skarner	Cassiopeia	Gnar	Rakan	Swain	Jhin	Ornn	Camille	NALCS	0
